,,,TA 1,,,,TA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,8:00 AM,,,,,,,,,UES012 T,,UES012 T,,UES012 T,,UES012 T,,,,,,,,,,,,,,,,,,UES012 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UES012 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,,,,,,,,,,,,TA5,,TA8,,TA9,,TA10,,,,,UCS301 P,,UCS301 P,,UMA007 P,,,,UCS311 P,,UCS311 P,,,TA 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS303 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCN L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T205,GK,,,,
U,,,,,,,,,,,,,,,,,,,,,,,RKR,,RA19,,SPN,,,,AMR,,RA34,,,,,,,,,,JHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,9:40 AM,UES012 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS301 L,,,,,,,,,,,,,,,,,,,,UES012 L,,,,,,,,,,,,,,,,UEC301 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,,,OPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS311 P,,UCS311 P,,UCS311 P,,UCS311 P,,SUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUS,,,,,,,,,,,,,,,,MKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10:30 AM,UCS303 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UES012 L,,,,,,,,,,,,,,,,,,,,UMA007 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,,RA7,,RA10,,RA27,,LKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,11:20 AM,UMA007 L,,,,,,,,,,,,,,,,,,,,UMA007 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICTTL,,,,,,,,,,,,,,,,,,,,,,,,UEC612 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,,,PJS,,,,,,,,,,,,,,,,,,,,SPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDJ,,,,,,,,,,TA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UEC612 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS311 P,,UCS311 P,,UES012 P,,,,UES012 P,,,,UCS303 P,,UCS303 P,,,,,,,,,,UES012 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,1:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,SWT,,AMR,,TA 3,,,,TA 4,,,,CRA 2,,CRA 24,,,,,,,,,,TA5,,,,,,,,,,,,,,,,UEC612 T,,,,,,UEC403 T,,,,,,UEC301 P,,UEC612 P,,ICT T,,UEC612 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKC,,,,,,RPY,,,,,AAR,,AS,,,NJ,,PF 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UES012 T,,UES012 T,,UES012  T,,UCS405 L,,,,,,,,,,,,,,,,,,,,,,UEC612 T,,,,,,,,ICT T,,UEC403 T,,,,,,,,UTA016 P,,UTA016 P,,,,UMA007 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,UCS301 P,,UCS301 P,,UCS301 P,,UCS301 P,,UMA007 P,,UMA007 P,,UMA007 P,,UMA007 P,,,,,,UTA016 P,,UTA016 P,,,,,,,,,,,,,TA06,,KVS,,TA07,SMA,,,,,,,,,,,,,,,,,,,,,,,MB,,,,,,,,AM,,TA10,,,,,,,SAT,,VKS,,,,MER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,3:30 PM,,,,,,,,,,,,,,,,,,,,,ARM,,DWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UES012 T,,UES012 T,,,,,,,,UEC612 T,,,,,,UEC301 T,,UEC301 T,,,,,,,,,,ICT T,,UEC612 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AA,,MAK,,SP,,RKR,,PJS,,RA 2,,RA 3,,RA 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUS,,JKT,,,,,UEC512 P,,,TA7,UMA007 P,,,,,TA9,,MKR,,,,,,,,,,TA11,,TA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,4:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA007 P,,UTA016 P,,UTA016 P,,,,,,,,,,UEC307 T,,ICT T,,,,,,AKC,,,,MUK,,,,,,,,,,,,,,UTA016 P,,UTA016 P,,UEC301 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,UCS303 P,,UCS303 P,,UCS303 P,,UCS303 P,,UTA016 P,,UTA016 P,,,,,,,,,,UMA007 P,,,,,,,,,,,,UTA016 P,,UTA016 P,,,,,,,,,,,,,,GTS,,VJ,,,,,,,,UMA007 P,,,JSK,,AM,,,,,,,,,,,,,,,,,,,,,,,JSS,,DG,,,AAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,5:10 PM,,,,,,,,,RLG,,RTP,,,,,,,,,,,,,,,,,,,,,,KS,,RMS,,,,,,,,,,,,AKL,,,,,,,,,,,,TA 1,,,,,,,,,,UEC612 T,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RA20,,RKG,,AV,,TIB,,,,,,,,,,,,,,SPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,8:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UES012 T,,UES012 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS311 P,,UCS311 P,,UCS311 P,,UCS311 P,,UMA007 P,,,,,,,,,,,,,,,,,,UMA007 P,,,,,,,,,,,TA11,,TA12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8:50 AM,,,,,,,,,,,,,,,,,,,,,UCS303 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,RA 7,,RA35,,RA33,,RA31,,RA 8,,,,,,,,,,,,,,,,,,MUK,,UEC301 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,,,,,,,,,,,,,,,,,,,,,,,VIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UEC612 P,,,,,,,,,,,,,,,,,,,MKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,9:40 AM,UCS405 L,,,,,,,,,,,,,,,,,,,,UES012 L,,,,,,,,,,,,,,,,,,,,UCS405 T,,UCS405 T,,UCS405 T,,UCS405 T,,,,,,UES012 T,,UES012 T,,,,,,,,,,,,,,,,,,AKC,,,,UES012 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,,,MJU,,,,,,,,,,,,,,,,,,,,KVS,,,,,,,,,,,,,,,,,,,,,SMA,,SHM,,RPK,,RA29,,,,,,PUS,,TA07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10:30 AM,UCS301 L,,,,,,,,,,,,,,,,,,,,,,,,UCS405 T,,UCS405 T,,UCS405 T,,UCS405 T,,,,,,,,,,UES012 L,,,,,,,,,,,,,,,,,,,,,,,,UEC307 T,,ICT T,,,,,,,,,,UEC612 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T205,GK
N,,,AA,,,,,,,,,,,,,,,,,,,,,,,,,RA23,,RA30,,SMA,,SHM,,,,,,,,,LKB,,,,,,,,,,,,,,,,,,,,,,UEC612 P,,,HSS,,AM,,,,,,,,,,,,,,,,,,,,,,,,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,11:20 AM,UMA007 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA007 L,,,,,,,,,,,,,,,,,,,,,,MB,,UES012 T,,UES012 T,,,,,,ICT T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,,,PJS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKL,,,,,,,,,,,,,,,,,,,,,,,,,JKT,,TA8,,,,,,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UES012 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GE L,,,,,,,,,,,,,,,,,,,,UEC301 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,,,,,,,,,,,,,,,UTA016 P,,UTA016 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA016 P,,UTA016 P,,,,,,,,,,,,,,,,,,,,,,,,,,,AAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,1:50 PM,,,,,,,,,,,,,RLG,,DKS,,,,,,UTA016 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTS,,SCS,,,,,,,,,,,,,,,,,,,,,,UTA016 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2:40 PM,,,,,,,,,,,,,,,,,UCS405 T,,UCS405 T,,UCS405 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UEC307 L,,,,,,,,,,,,,,,,,,,,UEC612 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,,,UMA007 P,,UMA007 P,,UTA016 P,,UTA016 P,,UCS301 P,,UCS301 P,,UCS301 P,,UCS301 P,,,SHG,,RPK,SMA,,,,,,,,,,,,,,,,,,,,UMA007 P,,,,UTA016 P,,UTA016 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSS,UMA007 P,,,,,MB,UEC301 P,,UEC612 P,,,,,,UMA007 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,3:30 PM,,,,,RTK,,JTP,,,,,,,,,,,,,,UCS311 L,,,,,,,,,,,,,,,,,,,,MG,,,,HLB,,MDM,,,,,,,,,,,,,,UEC403 L,,,,,,,,,,,,,,,,TA4,,,,,,MKR,,TA8,,ICT T,,,,MER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,PJS,,RA 1,,,,,,AA,,SUG,,RA30,,RA21,,,,,,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNJ,,,,,,,,,,,,TA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,4:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UEC403 T,,UEC612 T,,,,UEC307 T,,UEC612 T,,ICT T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,UMA007 P,,UMA007 P,,UMA007 P,,,,,,,,,,,,,,,,,,,,,,UMA007 P,,,,,,UCS303 P,,UCS303 P,,UCS303 P,,UCS303 P,,,,,,,,,,,RPY,,,,,,JSK,,TA7,,NJ,,,,,,,,,,,UEC612 P,,UEC301 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKL,,,,,,ST,,DIB,,RA24,,CRA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF1 ,,AAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RA 1,,RA 3,,SPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,8:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,,,UCS311 P,,UCS311 P,,UCS311 P,,UCS311 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA007 P,,,,,,UMA007 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8:50 AM,,,,,,,,,,,,,,,,,,,,,UCS303 L,,,,,,,,,,,,,,,,,,,,UCS405 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TA6,,,,,,MER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,,,RA10,,RA 7,,RA27,,RA31,,,,,,,,,,,,,,VIN,,,,,,,,,,,,,,,,,,,,SMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UEC301 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,9:40 AM,UCS303 L,,,,,,,,,,,,,,,,,,,,UCS301 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAR,,,,UEC301 T,,,,,,UEC612 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U,,,VIN,,,,,,,,,,,,,,,,,,,,SP,,,,,,,,,,,,,,,,,,,,UCS303 P,,UCS303 P,,UCS303 P,,UCS303 P,,UMA007 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA007 P,,TA9,,,,,,TA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10:30 AM,UCS301 L,,,,,,,,,,,,,,,,,,,,UES012 L,,,,,,,,,,,,,,,,,,,,ST,,RKG,,JHB,,AV,,RA 5,,,,,,,,,,,,UEC612 L,,,,,,,,,,,,,,,,,,ICT T,,TA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,,AA,,,,,,,,,,,,,,,,,,,,,KVS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,,,,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA007 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UES012 T,,,,,,,,,,UEC307 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUS,,,,,,,,,,,,,,,,,,,,,,,,HSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,,,,,,,,,,,,,,,,,,UTA016 P,,UTA016 P,,,,,,,,UMA007 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA016 P,,UTA016 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,1:50 PM,,,,,,,,,,,,,,,,,ATB,,DKS,,,,,,,,JAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VJ,,HLB,,,,,,ICT T,,,,,,,,,,,,ICT L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMJ,,,,,,,UEC612 P,,,,,,,,,,,,,,,,,,,AKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2:40 PM,UCS415 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TA7,,UEC307 T,,CCN L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MJU,,,,,,,,,,,,,,,,,,,,UCS303 P,,UCS303 P,,UTA016 P,,UTA016 P,,UMA007 P,,,,UCS303 P,,UCS303 P,,UES012 P,,,,UES012 P,,,,UES012 P,,,,,,,,UMA007 P,,,,,,,,,,,,,,,,,,,,,,,JSK,,,,,,,,,,,,,,,,AJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,3:30 PM,UCS311 L,,,,,,,,,,,,,,,,,,,,AV,,NEG,,ARM,,SCS,,KVT,,,,JHB,,RKG,,KVS,,,,LKB,,,,PUS,,,,,,,,RA5,,,,,,,,,,,,,,UEC403 T,,ICT T,,,,,,,,UEC301 L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPY,,AMJ,,,,,UEC612 P,,,,,,,,,,,,,,,,,MKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,4:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA007 P,,UCS301 P,,UCS301 P,,UCS301 P,,UCS301 P,,SUG,,,,,,,,,,,,,,,,,,,,,,,,,,UMA007 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KVT,,RKR,,RA30,,RA29,,RA25,,UCS311 L,,,,,,,,,,,,,,,,,,,,,,,,,,VK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,8:00 AM,,,,,,,,,,,,,,,,,,,,,UCS311 P,,UCS311 P,,,,,,,,,,UMA007 P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UES012 T,,UES012 T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,,,UTA016 P,,UTA016 P,,,,,,,,,,,,,,,,,,RA35,,RA34,,,,,,,,,,RA4,,,,,,,,,,,,UMA007 P,,,,,,,,,,UMA007 P,,,,,,,,UMA007 P,,UMA007 P,,,,,,,,,,,,,,,,,,,,,,,,TA11,,TA12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
